"4.T.1"	"4.T.2"	"7.T.1"	"7.T.2"	"8.T.1"	"8.T.2"	"9.T.4"	"9.T.Flare"	"10.T.2"	"10.T.3"	"17.T.4"	"17.T.Flare"	"18.T.1"	"18.T.2"	"20.T.1"	"20.T.2"	"32.T.2"	"44.T.1"	"44.T.2"	"57.T.1"	"57.T.2"	"63.T.1"	"63.T.2"	"64.T.1"	"64.T.2"	"68.T.2"	"68.T.Flare"	"69.T.2"	"69.T.Flare"	"72.T.1"	"72.T.2"	"73.T.1"	"73.T.Flare"	"2.T.1"	"2.T.2"	"6.T.2"	"13.T.1"	"13.T.2"	"15.T.1"	"15.T.2"	"21.T.2"	"21.T.Flare"	"22.T.1"	"22.T.2"	"23.T.1"	"23.T.2"	"27.T.1"	"27.T.2"	"29.T.1"	"29.T.2"	"30.T.1"	"30.T.2"	"34.T.3"	"34.T.4"	"38.T.3"	"38.T.4"	"39.T.1"	"39.T.2"	"19.T.1"	"41.T.1"	"41.T.2"	"46.T.3"	"46.T.Flare"	"54.T.1"	"54.T.2"	"55.T.1"	"55.T.2"	"3.T.1"	"3.T.2"	"11.T.1"	"11.T.2"	"19.T.2"	"25.T.1"	"25.T.2"	"26.T.1"	"26.T.2"	"31.T.1"	"31.T.2"	"37.T.1"	"37.T.2"	"47.T.1"	"47.T.2"	"48.T.1"	"48.T.2"	"32.T.1"	"24.T.1"	"49.T.1"	"49.T.2"	"60.T.1"	"60.T.2"	"67.T.1"	"67.T.2"	"74.T.1"	"74.T.2"	"75.T.1"	"75.T.2"	"79.T.1"	"79.T.2"	"6.T.Flare"	"24.T.2"
"contig_2027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4421571693546	6.09810745289302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971495863909815	0	0	0	0	0	0	59.32991125352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00789233848438	47.2628106595837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.4663293427186	138.000139004575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2030"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98570917180371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01635124214884	0	17.6692868271534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2031"	0	0	0	4.93894174955207	0	0	0	0	0	2.69649279799089	0	0	0	0	0	0	0	0	0	0	0	0	1.13502398872495	0	0	0.982896173045306	0	1.02962722878257	0.995160282774477	0	0	0	0	0	12.8165557454876	74.7695480679816	0.979261959171064	0	16.5504853009979	0	23.4277127828862	0	0.995743254782517	0	0.00357589538318925	0	0	54.5004831346206	0	0	0	0	0	0	2.76876452335632	0	0	0	0	0	2.67152088229726	0	0	0	0	0	6.03158664215694	0	0	0	0	0	0	2.98625562343558	0	0	0	0	0	0	0	0	0	0	0	3.00431685980409	0	0	0	0	0	0	5.56808917216535	2.01107565010371	21.7050998233297	43.0141819343859	20.7473712344538	0	4.93038843968921	5.03372056413864
"contig_2032"	0	0	0	602.049114048401	1.05458867237296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.4647332094475	21.377757413006	0	0	0	0	0	0	0	0	0	12.0884314338709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00306364253318	4.85618950609956	0	6847.95384740947	74.9216756862934	0	0	0.995611952861887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993131541471192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2034"	0	0	0	0	206.748492077412	1246.64849707036	0.993329685232907	0	0	0	0.989703242118599	5.11604622705468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985186156490147	0	0	3.94019295936896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0387048680906	0	0	0	0	0	0	0	1.02589697551078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2035"	0	244.691730732579	0	0	0	0	0	0	524.894870964379	37.6918112921723	0	0	0	0	0	0	0	0	0	0	0	0	805.498517180853	372.601198847137	210.021339602882	0	0	0	0	0	0	0	0	0	0	57.1813998537944	0	1942.03185041512	0	3.44993020534776	0	0	0	0	0	0	0	0	142.616393136131	0	6.27871325554737	0	0.000429603077590231	29.7654082948639	0	0	0	0	2.5194822922535e-05	1095.73099212005	0	0	0	0	1.06490171974766	0	0	0	0	2.47374477987299	0	22.8763163220963	3.89351310351252	212.717625933342	0	0	0	0	0	2.01094302830407	0	132.287730712693	0	0	0	0	0	0	0	1.02066503655905	0	0	0	0	0	0	0	0	776.897336946389	0
"contig_2036"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92907086114953	46.4210763731718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00569013536848	0	0	0	0	0	0
"contig_2037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09765508917438	206.363845875953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2038"	0	0	1.27785693562142	3.667547261062	0	0	1.28763258597042	2.06096155026626	687.297397251692	1281.43539617078	1.97981557680001	0	0	0	0	0	0	0	0	0	0	0	302.49749700695	474.695829807353	317.121910077912	0	1.01002877247675	0	2.15181384801756	0	0	0	0	0	0	23.9052998449202	0	0	0	0	0	0	0	0	0.948831565957853	2.08115539052581	1.31308219062657	0	1.00416034124402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25768987893121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1454352233776	0	915.383400313032	28.6685169800495	0	0	0	2.28414450877085
"contig_2039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.8395656456504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_204"	1.95074998493936	0	115.065019041955	18982.4846186074	12.7566875086778	1.99067602614784	4.13121793018413	0	0	4.05440939438284	9.04741479341995	0.9844341886116	0	0	2.04221894124641	0	0.992199138564377	0	2419.25982432047	1.14497096671598	0.979507239453913	0	1.06083820912921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2040"	0	0	0	0	308.151826364781	0	0	1.03325671352122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999355979467731	0.499326641434509	0	119.731528349509	1119.25349818767	0	0	0	3.00279475366732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999459674751837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785909746036483	0.846315396210298	0	0	1.91008873358602	0.808969111417155	0	0	0	0	0	0	0	0	0.973789667043855	0	0	0	14.5569318038528	0	213.413632706262	2.75962554277245	0	0	0	0	2.0437283213863	0	0	0	0	0	75.8959756717	0	0	0	0	0	0	0	0	3.36859948082172	2.45692560398864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2042"	32110.4409240695	24059.8980168908	11.4910646502735	10.8374539119693	0	0	2137.43561848821	18.4823581358367	0	13.3259439874365	195.956120244613	2521.61491829305	3153.97807785376	238.740188305531	296.490069825441	4299.66425413731	2.16009745173755	3.92446895230039	0	0	7.04786645851478e-07	1.05202954900299	14.6365525548448	33.6533558434274	58.6153539697043	0	1208.73684774874	1.57466322692404	17.1863942311489	2436.89330577911	0	123.277141221105	5865.77316473982	0	0	2141.37634915255	0	0	5.75234375455341	7.32386311924402	1670.91027277512	241.600140817449	0	2.51224463079073	0	1.91454683684001	7391.83369490783	3999.69776348487	1.60729354055062	151.846771015861	8.24347498831905	6.14587286313488	157.661064085857	0	29221.8356670489	2252.55797946413	8.67726548445195	6.81488576910408	13.4388956996458	0	0	0	25.9248674369724	0	163.548025683099	70.2577636015803	22.3461776609477	3763.07185759396	15985.3561819542	25472.0036260008	603.803082807634	4.488016291285	0.377637273008926	0	16.7747806468851	6952.75767815507	2.31536621504732	0	4.85253626657504	350.717522534592	400.910583431572	12791.4430232023	2941.42209730262	501.198544181052	5.41226679088354	254.631731971158	1137.36163760732	0	3.28318694519598	6.16127560366864	13.5496067382366	1385.69055213436	1111.81698278004	95.5199753902792	2408.80478014955	1064.43480256143	17787.4971139563	891.289630567347	2353.241242935	9533.77739710154
"contig_2043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.255624073714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06283867374326	0	0	646.785578688761	1102.31535800759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2044"	0	15.8832656394287	0.978797515074536	2.95595872968975	2.11024466113468	1.00621095715929	49.7663352469017	1627.22321280607	171.437609880336	235.07434673031	0	0	0	0	0	0	5.25169990897746	0	0	0	8.00178032028659	1.05233605254508	14.8499373066943	8.96916414692394	138.098011191778	0	0	0	0	0	0	0.991217804224086	10.0239809699005	5.00305425822721	2.98040054126038	29.1506947621123	0	0	0	0	23.0473568008919	0	0.996820451149625	0	0.947799270650028	0	65.1971065119063	251.918824938601	1.00981857637051	4.00602312686454	4.12281972779827	0	17.0288660993737	0	0	1.07929179885696	6.33958481927989	2.17543783827592	3.20428197463066	4.9216298655689	5.98325945000405	22.3654638293819	31.0063999812193	0	0	2.02146452152702	5.0373992694736	4.03035243964962	2.03343080416859	1.00019663804485	2.09716813508923	18.7101380080762	0	12.8176314279891	5.99015162357837	7.13933641241092	11.3312253433383	12.0334805084781	11.0440178562228	241.405371296216	24.7179842714054	4.99340036731602	27160.2941016051	4744.25062819442	3591.64315091294	27.1752236614635	1.06111071226391	0	0	1.0208771929457	0	0	12.9314047025981	1.00941934311128	31.6537832143612	8.90857249027359	40.7120746152978	14.6251946122562	128.347382049561	55.1311819910774
"contig_2045"	0	0	0	186.713815518748	0	0	0	0	47.4061041982649	8.4203481488782	0.98957309211578	0	0	1.03358937041616	864.193622884158	15.5822786533819	1.32791587986731	0	0	0	0	0	53.1246233684571	349.706467628792	821.326446086957	0	0	0	0	0	0	0	61.1008244607193	0	0	0	0	0	0	0	20.5606421668593	0	0	0	0	2.04734400081033	1.98656864739493	29.8102973215604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0632378485609	3.36535192273442	0	0	0	0	50.9045855424222	19.035497872033	0	0	0	0	7.57000917077359	1.01334281786231	0	0	0	17.6269680968979	0	0	0	8.82345144053108	0	4.09520033370581	2.12043525209413	21.6563081368562	7.37124090730705	0	0	0	0	62.2417568660226
"contig_2046"	0	0	1.95104437130856	0	14.7717126279428	427.6396567927	0	8041.18611122241	2.90981724064943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32022125291134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2047"	0	0	0	640.298430600535	176.227880900224	1.00622956769295	0	0	4.84908353952231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96009619561578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4944268800081	0	1.98647593050942	0	0	0	0	0	3.42736314438262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.4985641824956	0	3.12058022823355	0	0	0	0	0	0	33.8758396361372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95451141973506	0	0	0	0	0	0	0
"contig_2048"	0	0	0	1.08684599538561	0	0	0	0	21.2855049787113	32.3662589914815	0	1.02375183132373	0	0	0	0	0	0	0	0	0	0	7.9689183049558	11.8533377265063	171.808778129781	0.989926819069621	0	4.80599571429276	0.995160282774477	1.00196454066541	0	0	0	0	0	0	0	0	0	0	4.32324994825803	0	0	0	0	1.02291596371322	0	1.13902954274965	0	0	0	0	1.04868423736125	0	7.96622780809358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58695867414627	6.1981057986479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996357996465247	0	0	0	275.154566038587	0	1.00196261698937	174.83381214354	0	0	0	0	0
"contig_2049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.12463514892	1.05373925615871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15149753590365	31.6545891605789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7743491063421	103.345073774354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2050"	0	0	0.975326853881323	3244.83482140369	3.16577031557289	0	0.993136772204075	0	0	0	4.94812684231723	0	0	0	0	0	0	0	0	0.963781777972069	0	0	0.983947585212278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03996235222612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19711108955711	69.5356486284303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2052"	0	170.492801272687	2.92494232352567	3.01340934762331	4.33993969709246	0	2.97921636310095	8.26541977315388	3959.69208954364	3997.31096011466	0	313.185737804681	0	2.00183008611503	1821.14888736733	6.91034070154558	0	0	4.24898876004613	0	5.20325264901214	689.472124423077	77.8236049012473	2015.70218464596	846.315988846563	2.950798339294	1.01053738435656	3.09186096199389	0.995274976238009	3.14125740085377	0	4.96763550526618	11.9546185106645	4.03452660813393	9.87683922455782	6.02297322009438	0.971306496152302	0	1.12742186804836	1.01874486807725	0	0	1.99100156346635	0	0	7.16782799866398	3098.61115770772	5443.9199238097	2.016484420846	0	0.00657550009454949	0	3.16418591060126	0	3.12587940902464	3.27893747324098	2.10027657070851	6.42579237167396	2.13386910781345	0	0.996001719370216	0	0	0	4.27625833752616	1.0155635879511	1.01074091319202	0	1.01726368721784	0	0	37.4126278030653	7.80099337202233	0	1.00161643532039	2.04096983795223	0	0	0.988214209288587	0	0	5.98249274945789	7.05045949508716	0	0	276.84389838528	11.6776005798687	0	1.97613125073634	0	3.2276395793863	1.02852651055188	349.4070659657	58.4036353122343	191.327290790713	2.96141556601592	13.8200741624404	6.9487436179313	0	3294.19824652322
"contig_2053"	151.952735717788	0	0	0	0	0	0	0	0	0.999669634309042	0	0	1.34362582816958	5.01572469920527	0	0	0	0	1.59929605054936	0.990129625220295	0	0	0	1.06154173250394	0	0	0	0	0	0	0	5.3108135778657	6.80985113171363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14383221387472	0	0	0	0	0	0	10.4118126907942	0	0	0	0	0	5.12541886576581	0	0	0	0	0	0	0	65.4120110372842	0	0	0	0	1.00709860708033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9434580668506	0	0	0	0	0	0	0
"contig_2054"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.4279993115822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00827057406924	29.173734418421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2056"	0	0	0	0	0	0	0	0	12.4928437897337	19.8983164708287	0	19.4607894008104	0	0	0.987540061118558	0.985317731402595	185.102689672307	0	4.23453079822149	14.4096122378684	0	0	79.0255798702198	10.8473168649292	20.4185865387679	0	0	0	0	0	0	4.9531889185113	31.8602538892366	21.9616998668174	17.8610030828369	0	0.970045011607457	0.982515122052937	0	0	117.21356988259	0	0	0	0	1.02432282740517	0	3.55043387881119	15.0501348460076	11.5983555172604	0	0	4.55609874216626	28.6637719605348	11.4159212334893	0	0	0	0	0	4.97183479917615	2.03205282318753	0	0	0	0	4.05131146944775	0	0	0	3.91463845670639	0	2.9158404111078	0.994912805446638	19.8652351701336	11.463487864776	0	0	0	0	0	25.9133600438012	191.31160848013	68.5927931287157	0	0	414.087915002833	0	5.91761005666685	6.12788534080802	0	0	0	71.14798124311	3.93119574565106	0.388775440094598	2.95546200835433	0	1.99169909473918	0
"contig_2057"	0	0	0	0	0	0	0	99.0974920259036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05097255964062	0	0	0	49.3302724846176	55.6472643941351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09916053126032	27.8236321970676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2059"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01666853181003	18.1090449594339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912138881173659	0	0	0	0	0	611.529493285823	1.90148495698329	0.991915790953997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2060"	0	0	0	0	0	0	2.98225817913934	0	70.6415792165616	16.0676221500809	0	0	0	0	0	0	0	0	0	0	0	0	10.8429635468089	0	0	0	0	0	0	1.00172848258371	0.965473506139822	0	0.99638666778876	0.99861119003074	0	3.00830511471418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01881861677407	1.05954564600527	0	0	0	0	0	0	0	1.95897745832383	0	0	0	0	0	0	0	0.994411159859967	0	0	16.7691543011787	0	3.97509181676645	0	237.91919378805	0	0	0	0	0	1.00175233404762	60.8696970443215	12.8535767896331	15.8174133216811	1.98499490031738	4.93304685141858	1.04513037865949
"contig_2061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6484398004345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2062"	0	9.89348557164956	0.974343055016581	0.987332765241495	2.11187046862944	0	2.02085664777847	2.06537536323767	1810.2782634739	549.230732260949	2386.65984322983	485.872206198004	0	1.03376586699423	4.75043442173069	6923.42340465024	5.25485023377036	1.01167264552853	0	4.81241790907462	0	82.154834941924	141.459489718835	38.4178311255826	2674.13672405091	0	2.72007046371867	10.8269429295118	0	0	0	0	3.98253034972754	0	0	0	0	0	1.73463950923011	0	789.254186297967	0.968009275522074	0	1.04030502109226	0	4.25854361917215	988.763693869186	1559.0166699833	0	0	0	0	2.10318289956291	0	1.04155034978872	1.07330810776952	0	3.21995088370407	0	0	0	0	0	0	0	0	0	0	0	1147.33409814001	1.04103004806363	0	0	0	0.997888318005805	0	0	0	0	0	0	0	0	0	0	87.6595225893146	0	0	0	0	0	0	391.880108135436	0	141.353523217404	0	6.7982921221218	5.34026186689826	0	1093.57364483341
"contig_2063"	0	0	0	0.984963089363506	0	0	0.993007295278761	2570.34119942187	0.969571017185915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90992130266146	0	0	0	0	0	0	0	2.4270591490214	7.01335407912077	10.4626528273673	21.5052338702956	7.80276177933019	7.84824932453796	30195.7397450536	8.71589190891488	5.01317808625717	1.90642023961842	53.1836928936727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3303479071405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2066"	0	0	0	1.96970212569556	148.867616873438	1278.00677238904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06691694593682	0	0	0	0	0	0	2.99509701458738	0	0	909.459260223947	1.96775584443044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03000245688298	7.97058275695884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"contig_2067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999389564808654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.084622163904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04781874498209
